----------------------------------------------------------------------------
        UniProt - Swiss-Prot Protein Knowledgebase
        SIB Swiss Institute of Bioinformatics; Geneva, Switzerland
        European Bioinformatics Institute (EBI); Hinxton, United Kingdom
        Protein Information Resource (PIR); Washington DC, USA
----------------------------------------------------------------------------

Description: Drosophila: entries, gene names and cross-references to
             FlyBase
Name:        fly.txt
Release:     2016_07 of 06-Jul-2016

----------------------------------------------------------------------------

More information on Drosophila, its  genome, proteome, biology and genetics,
is available from the following WWW servers:

FlyBase      : http://flybase.org/

For each Drosophila entry in Swiss-Prot we provide the following information:

1) Primary gene name

   We indicate as the primary gene name, the gene symbol  currently in use
   in FlyBase.

2) Drosophila FlyBase species 'code'

   If a sequence does not originate from Drosophila melanogaster, then the
   species of origin is indicated using the  FlyBase  four letter code for
   that  species.   Example, Dvir stands for Drosophila virilis. All these
   codes refer to Drosophila species with the exception of the following:

   Camo for Chymomyza amoena
   Salb for Scaptomyza albovittata
   Ztub for Zaprionus tuberculatus

3) Swiss-Prot entry name

4) Swiss-Prot primary accession number

5) FlyBase gene accession number

   If more than one Swiss-Prot entries are linked to the same FlyBase entry
   than only the FlyBase gene accession number is only indicated once. This
   occurs when multiple entries are created due to alternative  splicing or
   when a transposable element encodes for a number of putative proteins.


Gene name           Fly    Swiss-Prot               FlyBase
CG3800                     Y3800_DROME  Q8T8R1      FBgn0034802
CG3817                     RRP15_DROME  Q9VFE6      FBgn0038275
CG3857                     SMG9_DROME   O46080      FBgn0023520
CG3876                     PGAP2_DROME  Q9VPT7      FBgn0031284
CG3887                     SELT_DROME   Q9VMV6      FBgn0031670
CG3925                     CRBN_DROME   Q9VH36      FBgn0037780
CG3967                     ATAT1_DROME  Q9VSY4      FBgn0035989
CG4038                     GAR1_DROME   Q7KVQ0      FBgn0011824
CG4045                     TRMB_DROME   O77263      FBgn0025629
CG4050                     TMTC3_DROME  Q7K4B6      FBgn0020312
CG4061                     RTCA_DROME   O77264      FBgn0025630
CG4065                     NAA35_DROME  Q9W1A2      FBgn0034982
CG4078                     RTEL1_DROME  Q9W484      FBgn0029798
CG4091                     TFP8L_DROME  Q7KVH9      FBgn0034894
CG4101                     U239_DROME   O77286      FBgn0025558
CG4203                     SCC4_DROME   Q9VFC0      FBgn0038300
CG4278                     NIF3L_DROME  Q9NK57      FBgn0014092
CG4341                     TMTC2_DROME  Q9V3X5      FBgn0028481
CG4364                     PESC_DROME   Q9VL96      FBgn0032138
CG4372                     ASPG2_DROME  Q9W2C3      FBgn0034665
CG4406                     GPI8_DROME   Q8T4E1      FBgn0023545
CG4449                     Y4449_DROME  Q9VCP1      FBgn0039065
CG4495                     MICU1_DROME  A2VEI2      FBgn0031893
CG4500                     BGML_DROME   Q9V3U0      FBgn0028519
CG4502                     U2QL1_DROME  Q9VM35      FBgn0031896
CG4585                     CPESY_DROME  O77475      FBgn0025335
CG4603                     OTU1_DROME   Q9VRJ9      FBgn0035593
CG4622                     ZCHC8_DROME  Q2PE14      FBgn0035021
CG4646                     U587_DROME   A1Z9A2      FBgn0033810
CG4666                     THEM6_DROME  Q9W440      FBgn0029838
CG4679                     PTCD3_DROME  A1Z9A8      FBgn0033816
CG4692                     ATPK_DROME   Q9W141      FBgn0035032
CG4705                     WDR59_DROME  Q9VKK2      FBgn0032339
CG4709                     ZGPAT_DROME  Q9VL59      FBgn0032169
CG4743                     SAMC_DROME   Q9VBN7      FBgn0039357
CG4747                     GLYR1_DROME  Q8T079      FBgn0043456
CG4751                     MPND_DROME   Q9VKJ1      FBgn0032348
CG4766                     MB21L_DROME  Q9Y106      FBgn0027546
CG4810                     EI3D2_DROME  Q9VGC7      FBgn0037994
CG4848                     COG1_DROME   Q9VGC3      FBgn0037998
CG4858                     NUBP2_DROME  Q9VPD2      FBgn0037011
CG4928                     UN93L_DROME  Q9Y115      FBgn0027556
CG4933                     OSGEP_DROME  Q9VV41      FBgn0036615
CG4951                     Y4951_DROME  A1A708      FBgn0039563
CG4953                     TPC13_DROME  Q95TN1      FBgn0032204
CG4968                     OTUBL_DROME  Q9VL00      FBgn0032214
CG5009                     ACOX1_DROME  Q7KML2      FBgn0027572
CG5021                     TVP23_DROME  Q8IQC1      FBgn0035944
CG5033                     BOP1_DROME   Q7K0Y1      FBgn0028744
CG5038                     TMTC4_DROME  Q9VF81      FBgn0038324
CG5065                     FACR1_DROME  A1ZAI5      FBgn0034145
CG5098                     Y5098_DROME  Q6AWG9      FBgn0034300
CG5110                     LTOR3_DROME  Q9VJD2      FBgn0032642
CG5142                     TTC30_DROME  Q9VK41      FBgn0032470
CG5181                     SOSSB_DROME  Q9VM17      FBgn0031909
CG5189                     LTOR2_DROME  Q9V8I2      FBgn0034350
CG5190                     MRRP1_DROME  Q7JUX9      FBgn0034351
CG5210                     C5210_DROME  Q23997      FBgn0013763
CG5220                     TRM71_DROME  Q9VEP1      FBgn0038471
CG5235                     MOX11_DROME  Q9VUY0      FBgn0036565
CG5262                     TM104_DROME  Q9VPF8      FBgn0036988
CG5270                     ZFY26_DROME  Q9VGP1      FBgn0037897
CG5280                     EVG1_DROME   Q9VSS7      FBgn0035952
CG5316                     APTX_DROME   Q8MSG8      FBgn0038704
CG5375                     SCHI1_DROME  A8DYY6      FBgn0032221
CG5380                     RPC6_DROME   Q9VD25      FBgn0038951
CG5382                     ZFPL1_DROME  Q9VD26      FBgn0038950
CG5412                     LOVG_DROME   Q9VDL1      FBgn0038806
CG5463                     GATB_DROME   Q9VCD0      FBgn0039153
CG5521                     Y5521_DROME  Q9VB98      FBgn0039466
CG5532                     TM14_DROME   Q9W1K0      FBgn0034902
CG5543                     GAD1_DROME   Q9W1J3      FBgn0034908
CG5641                     ILF2_DROME   Q9VG73      FBgn0038046
CG5642                     EIF3L_DROME  Q9VTU4      FBgn0036258
CG5645                     KRI1_DROME   Q9VTU0      FBgn0036254
CG5721                     ARMC6_DROME  Q7K486      FBgn0034315
CG5815                     SPT2_DROME   Q8IMP6      FBgn0027574
CG5862                     DDRGK_DROME  Q9VDD1      FBgn0038868
CG5902                     Y5902_DROME  Q9VCF0      FBgn0039136
CG5969                     VMA21_DROME  Q9VPE4      FBgn0036998
CG6051                     LST2_DROME   Q9VB70      FBgn0039492
CG6066                     U396_DROME   Q9VB74      FBgn0039488
CG6073                     HGH1_DROME   Q9VBG6      FBgn0039417
CG6136                     CUTC_DROME   Q9VF71      FBgn0038332
CG6153                     PITH1_DROME  Q9VK68      FBgn0032445
CG6171                     APLF_DROME   A8JR14      FBgn0026737
CG6179                     NOSIP_DROME  Q9VWV8      FBgn0030915
CG6345                     CK5P1_DROME  Q9VGZ1      FBgn0037816
CG6353                     ARCH_DROME   Q9VD92      FBgn0038893
CG6364                     UCK_DROME    Q9VC99      FBgn0263398
CG6379                     MTR1_DROME   Q9W4N2      FBgn0029693
CG6388                     TRM1_DROME   Q9VK89      FBgn0032430
CG6412                     EFTS_DROME   Q9VJC7      FBgn0032646
CG6488                     COG8_DROME   Q9VKH0      FBgn0032361
CG6550                     CDKAL_DROME  Q7K4W1      FBgn0034214
CG6621                     TTC14_DROME  Q9VGU5      FBgn0037855
CG6659                     DPY19_DROME  Q9VWR8      FBgn0030946
CG6693                     Y6693_DROME  Q9VGR7      FBgn0037878
CG6712                     RPF1_DROME   Q9VKB4      FBgn0032408
CG6724                     WDR12_DROME  Q9VKQ3      FBgn0032298
CG6729                     SMG8_DROME   Q9VKQ6      FBgn0032296
CG6762                     SRX_DROME    Q9VX10      FBgn0030876
CG6836                     OSTA_DROME   Q9VVV2      FBgn0036834
CG6907                     ELP4_DROME   Q9VMQ7      FBgn0031711
CG6951                     DCTD_DROME   Q9VWA2      FBgn0036959
CG6966                     FEM1A_DROME  Q9VFD5      FBgn0038286
CG6971                     IDLC_DROME   Q9VGG6      FBgn0037962
CG7009                     TRM72_DROME  Q9VDD9      FBgn0038861
CG7048                     PFD5_DROME   Q9VCZ8      FBgn0038976
CG7065                     Y7065_DROME  Q7YZA2      FBgn0030091
CG7083                     U183_DROME   Q9VSH9      FBgn0035877
CG7137                     RRP8_DROME   Q7K2B0      FBgn0034422
CG7185                     CPSF6_DROME  Q9VSH4      FBgn0035872
CG7200                     JMJD4_DROME  Q9VJ97      FBgn0032671
CG7218                     TAPT1_DROME  Q9VED0      FBgn0038569
CG7277                     COQ6_DROME   Q9VMQ5      FBgn0031713
CG7280                     SUOX_DROME   Q9VWP4      FBgn0030966
CG7304                     GLT12_DROME  Q8IA44      FBgn0036527
CG7332                     F188A_DROME  Q9VWN5      FBgn0030973
CG7338                     TSR1_DROME   Q9VP47      FBgn0037073
CG7394                     TIM14_DROME  Q9VTJ8      FBgn0036173
CG7414                     EIF2A_DROME  Q9VNX8      FBgn0037135
CG7427                     DCN1L_DROME  Q9VUQ8      FBgn0036510
CG7456                     COG4_DROME   Q95TN4      FBgn0032258
CG7457                     TONSL_DROME  Q9VSA4      FBgn0035812
CG7506                     TMM70_DROME  Q95SS8      FBgn0035805
CG7544                     MET16_DROME  Q7K3B9      FBgn0033994
CG7579                     GLT11_DROME  Q8IA41      FBgn0036528
CG7601                     DHRS7_DROME  Q9Y140      FBgn0027583
CG7611                     WDR26_DROME  Q7K0L4      FBgn0037094
CG7637                     NOP10_DROME  Q9V5P6      FBgn0033548
CG7639                     SAM50_DROME  Q9V784      FBgn0033989
CG7650                     PHLP_DROME   Q9VUR7      FBgn0036519
CG7655                     NRM_DROME    Q9VEG9      FBgn0038536
CG7686                     LTV1_DROME   Q7KN79      FBgn0027525
CG7694                     RN181_DROME  Q9VE61      FBgn0038627
CG7708                     SC5A7_DROME  Q9VE46      FBgn0038641
CG7741                     C19L1_DROME  A1Z8J0      FBgn0033615
CG7766                     KPBA_DROME   Q9W391      FBgn0030087
CG7770                     PFD6_DROME   Q9VW56      FBgn0036918
CG7787                     MSS4_DROME   Q9VLP3      FBgn0032020
CG7818                     MET14_DROME  Q9VLP7      FBgn0032016
CG7840                     PORED_DROME  Q9VLP9      FBgn0032014
CG7860                     ASGL1_DROME  Q9VXT7      FBgn0030653
CG7872                     DJC25_DROME  Q9VXT2      FBgn0030658
CG7886                     CEP78_DROME  Q9VFH6      FBgn0038248
CG7949                     U195A_DROME  Q9VTC4      FBgn0036107
CG7988                     SRR1L_DROME  Q9VEB5      FBgn0038582
CG7990                     PGP2L_DROME  Q9VWK6      FBgn0030997
CG8005                     DHYS_DROME   Q9VSF4      FBgn0035854
CG8009                     NEPR1_DROME  Q8T0B1      FBgn0036090
CG8078                     CTU1_DROME   Q7JWW5      FBgn0033375
CG8111                     TMM43_DROME  Q9VSB9      FBgn0035825
CG8135                     LMBD2_DROME  Q8MRQ4      FBgn0037689
CG8152                     GPAN1_DROME  Q9V7A7      FBgn0034008
CG8188                     UBE2S_DROME  Q9VX25      FBgn0030863
CG8202                     U505_DROME   Q9VHM2      FBgn0037622
CG8223                     NASP_DROME   Q9I7K6      FBgn0037624
CG8230                     DYM_DROME    Q7KNA0      FBgn0027607
CG8303                     FACR2_DROME  A1ZAI3      FBgn0034143
CG8306                     FACR3_DROME  Q960W6      FBgn0034142
CG8335                     EI3F2_DROME  A1Z6K7      FBgn0033069
CG8370                     TM131_DROME  Q9V7H4      FBgn0034060
CG8386                     UFC1_DROME   Q7K1Z5      FBgn0034061
CG8399                     FRRS1_DROME  Q8MSU3      FBgn0034067
CG8412                     ALG12_DROME  Q9VH78      FBgn0037743
CG8414                     NOL9_DROME   A1ZA92      FBgn0034073
CG8475                     KPBB_DROME   Q9VLS1      FBgn0031995
CG8611                     Y8611_DROME  Q86B47      FBgn0027602
CG8635                     ZC3HF_DROME  Q7JWR9      FBgn0033317
CG8745                     AGT2L_DROME  Q9VU95      FBgn0036381
CG8833                     GPTC1_DROME  Q9VUA0      FBgn0036386
CG8858                     ECM29_DROME  Q9V677      FBgn0033698
CG8860                     S61G1_DROME  Q9V668      FBgn0033691
CG8891                     ITPA_DROME   Q9VMW7      FBgn0031663
CG9004                     NOM1_DROME   Q9W020      FBgn0035336
CG9062                     WDR48_DROME  Q1LZ08      FBgn0033607
CG9125                     DXO_DROME    Q9VXA8      FBgn0030793
CG9132                     NECAP_DROME  Q9VXB0      FBgn0030791
CG9154                     EFM5_DROME   Q9VMH7      FBgn0031777
CG9164                     WCSD_DROME   Q9VXV9      FBgn0030634
CG9186                     LDAH_DROME   Q9W0H3      FBgn0035206
CG9213                     C19L2_DROME  Q9VXT5      FBgn0030655
CG9231                     U389_DROME   Q9VW12      FBgn0036887
CG9246                     NOC2L_DROME  Q9VIF0      FBgn0032925
CG9286                     BCCIP_DROME  Q9VFR0      FBgn0038183
CG9288                     F206_DROME   Q9VFR1      FBgn0260464
CG9317                     CART_DROME   Q9VIK2      FBgn0032879
CG9386                     TRM44_DROME  Q9VHB9      FBgn0037708
CG9393                     MTX1_DROME   Q9VHB6      FBgn0037710
CG9410                     COQ10_DROME  Q8MLL3      FBgn0033086
CG9548                     PHF5_DROME   Q9VMC8      FBgn0031822
CG9588                     PSMD9_DROME  Q9VFS8      FBgn0038166
CG9630                     DDX55_DROME  Q9VHU1      FBgn0037561
CG9662                     OSTC_DROME   Q9VQP9      FBgn0031529
CG9669                     TM258_DROME  Q9VVA8      FBgn0036667
CG9705                     Y9705_DROME  Q9VVA0      FBgn0036661
CG9769                     EI3F1_DROME  Q9VN50      FBgn0037270
CG9773                     UNC50_DROME  Q9VHN5      FBgn0037609
CG9776                     Y9776_DROME  Q9V468      FBgn0027866
CG9791                     SUV3_DROME   Q9VN03      FBgn0037232
CG9801                     Y9801_DROME  Q0KIA2      FBgn0037623
CG9804                     LIPT2_DROME  Q9VN27      FBgn0037251
CG9849                     PADC1_DROME  Q9W1W9      FBgn0034803
CG9853                     GET4_DROME   Q9VN19      FBgn0086605
CG9886                     GLCTK_DROME  Q9VQC4      FBgn0031428
CG9940                     NADE_DROME   Q9VYA0      FBgn0030512
CG9951                     CCD22_DROME  Q9VVB4      FBgn0036671
CG9987                     RTCB_DROME   Q9VIW7      FBgn0032781
CG10000                    GLT13_DROME  Q8MYY6      FBgn0039596
CG10038                    U528_DROME   Q95RN0      FBgn0038013
CG10055                    SHQ1_DROME   Q9VI74      FBgn0037482
CG10158                    CCA_DROME    Q9VM65      FBgn0031871
CG10166                    DPM1_DROME   Q9VIU7      FBgn0032799
CG10189                    CTU2_DROME   Q9VIV3      FBgn0032793
CG10214                    ORN_DROME    Q9VCI0      FBgn0039115
CG10253                    ADAS_DROME   Q9V778      FBgn0033983
CG10268                    PMVK_DROME   Q9VIT2      FBgn0032811
CG10306                    EIF3K_DROME  Q9W2D9      FBgn0034654
CG10326                    AR6P1_DROME  Q9VES1      FBgn0038453
CG10336                    TIPIN_DROME  Q8INX3      FBgn0032698
CG10341                    NAF1_DROME   Q9VJ62      FBgn0032701
CG10417                    Y0417_DROME  Q7K4Q5      FBgn0033021
CG10420                    SIL1_DROME   Q9VBV5      FBgn0039296
CG10424                    NNRD_DROME   Q9VVW8      FBgn0036848
CG10428                    GSTCD_DROME  Q9VJ34      FBgn0032724
CG10561                    A37C_DROME   P18487      FBgn0002036
                    Dleb   A37C_DROLE   O96570      FBgn0025668
CG10616                    ODR4_DROME   Q9VTX8      FBgn0036286
CG10628                    GTPBA_DROME  Q9I7M2      FBgn0032818
CG10635                    PFD4_DROME   Q9VRL3      FBgn0035603
CG10671                    FITM_DROME   Q9VRJ2      FBgn0035586
CG10674                    ASTER_DROME  Q9VRJ8      FBgn0035592
CG10681                    KXDL1_DROME  Q9VTY4      FBgn0036291
CG10688                    PMM_DROME    Q9VTZ6      FBgn0036300
CG10795                    TM2D1_DROME  Q9W2H1      FBgn0034626
CG10915                    Y0915_DROME  Q8SX68      FBgn0034308
CG10958                    DRC1_DROME   Q9W3J8      FBgn0030004
CG11007                    TMX2_DROME   Q7JW12      FBgn0034455
CG11077                    MPV17_DROME  Q9V492      FBgn0039930
CG11103                    TM2D2_DROME  Q9VY86      FBgn0030522
CG11134                    MTNB_DROME   Q9VY93      FBgn0030518
CG11141                    Y1411_DROME  Q6NLL1      FBgn0033177
CG11148                    PERQ1_DROME  Q7KQM6      FBgn0039936
CG11263                    EXD1_DROME   Q9VU31      FBgn0036330
CG11334                    MTNA_DROME   Q9V9X4      FBgn0039849
CG11342                    BN3D3_DROME  Q9VZD2      FBgn0035537
